co2_ppm,pm25_ugm3,pm10_ugm3,no2_ppb,exposure_hours,open_environment,absences,day_of_year,date
547;3205888787217,6;466710710507527,10;657957405230675,23;80924272355145,8;80783116263144,0;0,0,36,2024-02-05
693;6050722961277,31;24847924900361,42;88924808024737,22;840099859168667,7;769181323600429,0;0,0,6,2024-01-06
534;236406016521,23;300856651362533,33;3772404830719,9;64457064241613,8;636745879029332,0;0,0,42,2024-02-11
507;4636663142838,267;9437658199148,420;1839239125168,14;98310081217155,8;576503155738653,1;0,15,50,2024-02-19
414;84117874370565,190;7931839097298,263;44408989086634,229;5072881181164,6;917136709851478,1;0,0,112,2024-04-21
537;9006905701823,33;36123931285085,70;71727479647329,93;81559084774987,6;450166932545467,0;0,0,146,2024-05-25
646;2480381381306,5;768226898045869,7;530087612892353,43;56931711313224,6;006186079339219,0;0,0,230,2024-08-17
502;3819765327339,14;700674792990602,25;512641781398333,27;1053763756432,6;1342737764128135,0;0,0,211,2024-07-29
540;6224278998465,71;2831413980212,100;575003203936,60;89322381199453,7;623794248909897,1;0,0,306,2024-11-01
485;38759677277375,77;1078553315943,121;59223917909269,70;03920372664076,7;294630202008837,1;0,0,30,2024-01-30
506;25199344634393,4;301791518881429,9;177672618910613,11;064071073584516,6;758532506794887,0;0,0,295,2024-10-21
577;9444643433312,105;11676989059968,151;94892909193806,5;879888511557012,6;610437050529669,0;0,0,116,2024-04-25
598;3532669776038,23;20963920262253,50;34748866721431,1;4613692765804818,8;583760052232632,0;0,0,226,2024-08-13
577;3085977330318,13;18706415455129,19;585624687721555,14;101969880696585,10;755214894348612,0;0,1,59,2024-02-28
371;4887640054772,8;579563096834994,16;879513922144486,48;49568386019195,7;978168637853102,1;0,0,76,2024-03-16
496;3717694505078,13;173115378477185,23;6063484087747,7;663004532310977,7;8473383999184625,0;0,1,216,2024-08-03
437;6240682224248,10;869756456522468,22;7833449174357,26;70177433240028,6;130226614573261,1;0,0,132,2024-05-11
535;5339942539972,13;932886096294776,25;0596043595198,7;633225166564287,7;553860376418584,0;0,0,304,2024-10-30
481;0336048775339,12;767300648961683,22;7398812827287,33;880409421118216,10;380672681218735,1;0,0,81,2024-03-21
550;6620600559952,14;139843689138942,20;86916781158138,9;872625434941746,10;074922207017943,0;0,1,305,2024-10-31
383;2327820644949,6;513175449819363,9;44154098472377,0;8482429845206257,9;93594748854867,1;0,0,67,2024-03-07
562;8118710603578,23;11423046392867,49;114046914024186,3;705734040482222,9;871737658439685,0;0,0,230,2024-08-17
576;6351447170293,13;896839158019038,22;166214152770976,19;511350953944923,8;87346511112967,0;0,0,333,2024-11-28
573;5874268758623,13;406413537345578,21;917797320495826,1;1376961326130777,8;802414326965991,0;0,0,277,2024-10-03
604;8468435332773,5;459888366075536,10;831551993528096,18;063011711959216,8;489500653369548,0;0,0,361,2024-12-26
590;0353292729343,28;02418108654621,44;97716097752195,19;229242820531216,7;166229439894972,0;0,1,72,2024-03-12
567;5508047537062,8;446260394135912,18;21736911458872,3;358311828336791,8;16739879723102,0;0,0,209,2024-07-27
446;4917144270677,20;27998022656158,39;83261880206379,48;79869438099435,8;431199367411734,1;0,0,272,2024-09-28
440;3423439890405,6;802892786079954,12;501582997950278,31;67579609958572,9;266337206632103,0;0,0,144,2024-05-23
471;4809109566293,14;623390638888372,30;60391447065187,8;139502951782946,8;20051297409032,1;0,0,251,2024-09-07
460;3843843581556,14;999084208677523,20;16844834820443,14;728318906377908,12;0,1;0,0,284,2024-10-10
1334;323112425836,1;1845623762777733,1;813987203321915,13;956645960002362,5;580375605884177,0;0,0,179,2024-06-27
463;39508545078144,174;49263143696982,299;87129317286866,34;91238441239864,9;5089513995414,0;0,0,80,2024-03-20
475;1366075755042,47;25395319241546,71;08320910202318,12;545997702576736,7;917512586721893,0;0,0,57,2024-02-26
603;1891711999742,12;44316202835268,24;506990138257937,114;63517028903756,8;004292564253085,0;0,0,308,2024-11-03
537;6266907686006,4;361993954529607,9;279214027858758,13;109055225458066,6;374848435378384,0;0,0,174,2024-06-22
484;0750348686312,19;201206129543,32;28477565030723,14;673160023426435,10;03868653449737,1;0,0,238,2024-08-25
541;6991025678276,17;90287701779534,28;78638220035757,2;035447853866198,9;305683068642317,0;0,0,166,2024-06-14
541;7853683697447,12;20751343363919,26;4340965954564,6;324635249776694,9;667274793607383,0;0,0,84,2024-03-24
596;2970283585598,11;335147743868747,19;27391331231703,8;874392001972494,8;338490809637928,0;0,0,48,2024-02-17
424;1977635891313,10;28303594610114,17;893958783014405,78;53543007401883,7;35021037071955,1;0,0,127,2024-05-06
545;767246616459,7;1771920508831055,11;60182246776778,22;796794292127327,7;866876902911086,0;0,0,169,2024-06-17
512;2634826776974,19;4576658474654,41;22288683565336,12;3989028410255,8;866931300111279,0;0,0,354,2024-12-19
513;930226354061,4;458491571427475,8;079053946912335,19;044222836844583,4;0,0;0,0,349,2024-12-14
521;4496725918816,6;573285893469308,13;054263977563808,6;969776586965646,9;745865735150916,0;0,0,67,2024-03-07
461;10668858168566,37;22300097951348,75;58599531848314,56;98037922022274,12;0,1;0,0,330,2024-11-25
426;0625689168261,53;53892306085368,86;07260657738097,19;83139332160259,8;960670093906954,1;0,0,340,2024-12-05
615;3453675344113,132;15211706915233,223;38001383028876,6;358720461142438,7;438146751584452,0;0,0,194,2024-07-12
486;3235618668298,3;8625806728354513,7;970916484227324,12;68688468292221,7;677529490641461,0;0,0,155,2024-06-03
528;7877013503185,7;0560870129215445,11;479758349198546,3;2952536589306893,9;415084701868338,0;0,0,160,2024-06-08
513;6161365035495,15;92894218944416,32;08951700490827,10;491626101770246,7;4834226733697635,0;0,1,184,2024-07-02
626;8186730612239,2;3728529515747963,5;0942616060742125,115;80167511510342,9;737350542678357,0;0,0,266,2024-09-22
2234;384290085127,8;206766620625082,15;271884485402248,17;521147515118827,7;651718565739512,0;0,0,168,2024-06-16
601;9106723681181,6;119005886328545,12;03892721586909,29;801181052186337,11;428366933248675,0;0,0,145,2024-05-24
375;7219813481514,30;820352647776627,62;39850320770597,24;451159259656983,11;373192272044376,1;0,0,186,2024-07-04
556;0230159521556,3;691235998480437,7;605923492960068,19;15854747207044,7;339660664118118,0;0,0,353,2024-12-18
494;4815397811719,12;99777814388457,21;51844566346728,39;7474724526464,7;837952326522401,1;0,0,262,2024-09-18
544;9370393565255,6;47402780209075,8;714929096661056,2;4348863185241068,7;95526227624332,0;0,0,274,2024-09-30
603;9288225039211,23;85954398692212,39;64713329678466,8;182772873741742,7;982067348472521,0;0,0,328,2024-11-23
424;13557749498136,25;91518496707608,49;40420604301595,58;73720959463376,6;105141909878648,1;0,0,345,2024-12-10
1793;3773575541113,5;659039026977994,9;650446103124684,26;88328613297765,5;825478631451295,0;0,0,223,2024-08-10
677;933887417155,21;69686549792808,42;83106261971673,27;85298770343185,10;499515143095913,0;0,0,42,2024-02-11
518;2296863736204,9;09402037025234,14;743991418197222,45;46461764882479,10;179574028408334,0;0,0,4,2024-01-04
513;2698487159537,17;164715527145972,32;11981253840571,6;6205013025066055,10;145041428354542,0;0,0,276,2024-10-02
522;6692238558851,10;319611421407076,15;146896800441995,51;49345956940974,7;861243266119342,1;0,0,284,2024-10-10
528;9786072865356,25;48950006316301,50;32729715453658,24;308923104371917,11;78402353997939,1;0,0,193,2024-07-11
508;6283983708039,11;57193100257754,20;726790792890945,1;8094977162427903,7;955062046650865,0;0,0,104,2024-04-13
514;7887909742485,83;56868031743237,123;98733689822296,16;76579528187686,9;725752347799482,0;0,0,247,2024-09-03
523;0929234683696,8;217761531965072,12;84206076264355,94;74951352745164,5;222755970930032,0;0,0,300,2024-10-26
459;3329693379434,15;608269919230162,30;80678900368761,61;58595202722106,7;540529337004299,0;0,0,23,2024-01-23
484;8808832109481,6;096578650490176,10;573546996668012,14;867670865812867,7;688357888852367,0;0,0,303,2024-10-29
479;7515539948759,11;961307092372524,17;875315780218482,12;30856175811024,7;86902492395677,0;0,0,13,2024-01-13
493;9321460937522,1;2866480967884708,2;792726398376448,13;42155587460384,5;349002064008628,0;0,0,144,2024-05-23
537;918906756793,11;813392761297486,22;960658048961523,8;420593712091506,9;407761855648516,0;0,0,218,2024-08-05
554;0528839521912,21;831131577859352,47;18627387145297,4;475979523124309,10;057220622606756,0;0,0,183,2024-07-01
633;0300295688445,231;8015365927476,390;4452427915104,17;594572978109586,6;512281221754169,0;0,0,351,2024-12-16
480;0987575556725,3;3994784931065545,5;872906092262712,6;2267674919236216,5;705316967357342,0;0,0,242,2024-08-29
499;2161199238292,6;950050968199527,14;651817326341243,45;05982224697449,6;462116750212156,1;0,0,193,2024-07-11
439;3005577887246,2;223017508435958,3;94039724950916,88;79241237940583,8;990997338280362,1;0,2,272,2024-09-28
1471;3764619079288,176;36148415149006,341;53301214839814,9;155066115775591,6;806793290183292,0;0,0,165,2024-06-13
580;4891695299962,4;215489641618544,6;4368654717857,33;48290482241605,7;731869500727248,0;0,0,180,2024-06-28
393;863898921885,11;94011795449322,20;322723397574567,5;604183391672662,5;85307851059461,1;0,0,117,2024-04-26
469;1204873092025,10;93953946169944,15;436837510925768,48;220623274579424,11;958572811002927,1;0,0,266,2024-09-22
458;3226104106528,48;321720607040334,71;77621555899965,41;44349960068334,8;146397256325566,1;0,0,38,2024-02-07
569;5470758404889,190;12295295182844,247;32126724426465,25;221341366459416,10;29943065845326,0;0,0,44,2024-02-13
464;4584321953909,30;0450307333325,40;12028766850915,76;82415037851511,8;986339668477674,1;0,0,351,2024-12-16
687;3180083946536,12;501513174785224,27;247741059076567,15;859054088535173,7;916239890069862,0;0,0,74,2024-03-14
418;1130007874342,31;55045448057403,47;89732312869644,6;170414125641161,7;812675350221444,1;0,0,226,2024-08-13
423;45015224990914,154;17783612316117,292;4722158418908,209;04261031078917,6;54951264672443,1;0,0,307,2024-11-02
502;6115684145141,31;56521702889724,64;87250982890924,17;822931832280382,7;099073698232549,0;0,0,308,2024-11-03
422;22614404198725,4;248256770482265,7;628146123396693,26;900855935048217,5;984395336802991,1;0,0,348,2024-12-13
501;7567723616089,15;542162692566045,22;346988562534744,10;934148043640969,5;76626805613411,0;0,0,315,2024-11-10
509;4508265553776,9;29836437054245,18;181136426384807,60;248066449839406,12;0,1;0,0,13,2024-01-13
625;2302548793913,8;455969196273598,15;560896645595356,20;111589815144637,8;557824730163885,0;0,0,12,2024-01-12
421;46268531252616,25;40795270018632,49;75196085775154,24;924688480383654,10;93143448340812,1;0,0,50,2024-02-19
490;0586656137463,12;632924873121423,25;17453846716112,13;43757728140976,6;411875485927956,0;0,0,313,2024-11-08
473;5707778193202,18;62490399428451,40;56260720041218,9;699178542188974,5;496792815070512,1;0,0,249,2024-09-05
506;8666173431417,3;231719973968595,5;869472283716709,6;387987794896696,6;044443578082298,0;0,0,119,2024-04-28
577;9759090653306,32;92125357694529,52;92015798290623,17;062465269066955,7;155856229820608,0;0,0,57,2024-02-26
552;175381251078,4;539750584920156,8;551156376735259,11;696226991368048,8;07299986365232,0;0,0,182,2024-06-30
374;2127942501384,7;1199381375683,9;694483833147707,182;09354383194403,7;698126766312014,1;0,0,264,2024-09-20
632;8503120798036,13;32780924241338,28;090458261056472,12;020503373645756,6;453618063026744,0;0,0,106,2024-04-15
647;7526603857312,6;977008433602454,9;819741054309922,119;8897903196013,8;175430018635527,0;0,0,191,2024-07-09
503;2326785709368,10;58150477370344,16;878119704516415,33;15907552999027,8;350772249079894,0;0,0,137,2024-05-16
430;6149220032008,2;692256022920505,5;476508702540886,53;29610813764623,9;404552855103155,1;0,0,188,2024-07-06
557;1519234434943,147;69200642274458,271;39604560469184,16;220533966603707,10;940864606025077,0;0,0,120,2024-04-29
560;0674073992215,9;932451956744812,16;430976848029804,8;478620963752812,7;272212420982154,0;0,0,242,2024-08-29
579;5126563603699,5;968072909859023,10;30144346276631,24;190113148105866,10;430961187269263,0;0,0,319,2024-11-14
660;6122723259809,1;9966522123830963,4;131258424999032,22;32795896788252,8;131875186855973,0;0,0,72,2024-03-12
529;383166350357,7;347493781910434,11;800104017641162,89;40760678887015,4;945362025164437,0;0,0,243,2024-08-30
492;1021653276927,8;30753848836802,17;301983440055235,114;16450462194332,11;566541620791677,0;0,0,131,2024-05-10
381;0340385992736,9;420985554811775,12;994563102256976,19;309437115106977,12;0,1;0,0,269,2024-09-25
413;453498002904,4;716892015975507,9;429626532610635,51;87714519085508,9;238192956103102,1;0,0,52,2024-02-21
538;0123816275722,26;040131341996187,53;71539725960403,1;5788021820881464,8;179569928838264,0;0,0,62,2024-03-02
2216;302473706272,5;452760458004918,7;980855892569229,9;035134138958297,7;457189879671007,0;0,0,119,2024-04-28
508;9433220578297,10;219054120032483,17;242731410254077,54;203729455952086,7;072104061031183,0;0,0,365,2024-12-30
2150;039986144022,1;5788441539727454,2;287665916704937,4;009488088441715,10;421402506295031,0;0,0,264,2024-09-20
449;1788551963624,37;203347511125735,72;02358683185484,4;527743000512737,7;965453523903654,1;0,0,239,2024-08-26
611;303596406885,8;61248022683254,15;34582915510126,13;792188638194622,11;347879594489536,0;0,0,351,2024-12-16
691;6159455524173,9;136240966087271,17;101133724130865,10;025235110349408,8;06972483065833,0;0,0,255,2024-09-11
508;1478736247807,18;6872461559943,27;598040288952483,23;00392959166024,7;175306613153185,0;0,0,173,2024-06-21
425;5280278740889,7;588144208469316,11;31066979413048,30;146635696957585,6;797399070976534,1;0,0,309,2024-11-04
602;6496526241443,127;9649583351866,171;13362901264975,12;382790198022096,6;512567829411004,0;0,0,237,2024-08-24
1459;308543822369,2;014552803261596,3;2028584945213736,2;5702363925339906,9;028291652812092,0;0,0,319,2024-11-14
650;802439544162,12;541156004981524,22;621363415143037,12;583338820142338,5;411013290283977,0;0,0,95,2024-04-04
479;1964092662982,51;26671715315828,106;231888213654,18;752854133956163,6;363325033327493,1;0,0,337,2024-12-02
432;035395460647,11;360931902152236,21;58843705562677,58;58407570046637,10;64896525168214,1;0,0,57,2024-02-26
575;4392898415385,18;662985742764075,31;575097304048608,12;876477595715924,6;090901378351044,0;0,0,67,2024-03-07
606;5222148349744,43;10086856462486,93;00340343313408,0;9858464935219748,9;725409843980032,0;0,0,46,2024-02-15
1127;9882085335864,10;19207760760948,19;84724350274489,59;02019865315926,4;0,1;0,0,94,2024-04-03
570;4364418664379,6;733231931627471,14;389917752158295,4;666561696815054,10;900174084351503,0;0,1,138,2024-05-17
604;0004813753492,4;547235354881227,8;070565977731587,13;726404788806567,5;459536321944907,0;0,0,93,2024-04-02
610;1577354267403,5;968609271574392,9;14996066252923,11;112576257855412,6;247212513050482,0;0,0,232,2024-08-19
622;9295394622516,6;746645170070095,9;091401338663148,125;89154628034322,9;36068515597265,0;0,0,49,2024-02-18
578;9225932553785,6;362488177892874,12;42897028660253,10;789804900760286,8;540816268416098,0;0,0,23,2024-01-23
441;6440959841573,28;196129244735303,39;73321552674002,13;259466733217522,9;789974872189614,1;0,0,62,2024-03-02
548;8028211859993,4;905597197255546,7;714039895016897,10;56568812387021,5;44347474148485,0;0,0,267,2024-09-23
612;3905379905013,10;2194257705768,18;18264572804985,31;97410937059769,7;426389181332922,0;0,0,329,2024-11-24
409;1532164506382,12;512941198653758,22;62308397523939,8;392307892143545,6;765843581579126,1;0,0,118,2024-04-27
562;120398532374,24;33683995557359,44;79255937282007,12;798005661995266,5;779622403695154,0;0,0,88,2024-03-28
516;3996712603583,5;996138589442539,8;692181168084623,15;472001460762916,9;191794917040731,0;0,0,89,2024-03-29
541;724689376089,15;589551673448554,25;59435948081063,19;467097356119428,9;886102893213591,0;0,0,55,2024-02-24
513;9225931303649,21;194650005375763,39;32613907316275,15;88342601511272,7;326267589918933,1;0,0,153,2024-06-01
459;5549534009952,34;564416400036784,75;10284208287956,18;393851967598287,11;04542259859234,1;0,0,239,2024-08-26
452;32182740780746,8;478831609973833,16;57499679462239,21;987252734391767,6;428599558243315,1;0,0,265,2024-09-21
382;0071929510041,7;9048403303032995,16;84002427856339,24;51235754873979,10;996934648274085,1;0,0,268,2024-09-24
584;7752139616332,4;055517575605691,8;05422080723596,1;370266918465194,9;124478119516532,0;0,0,113,2024-04-22
578;7290508684645,183;44321804854803,336;16800191591153,18;60270402519255,5;552865629049979,0;0,0,166,2024-06-14
558;162736165273,32;10881832958757,47;29054295563464,217;7303959298141,11;963048534165338,1;0,0,156,2024-06-04
521;53330590282,11;591317386295788,22;023701091362597,31;76765622131747,7;111044933617945,0;0,0,8,2024-01-08
553;1490196598363,32;961244487916325,61;34224748842932,1;9075414263708164,10;410235479228902,0;0,0,202,2024-07-20
554;9630210226453,7;940852839484013,14;628815811963662,15;270100709633423,8;291298243859265,0;0,0,217,2024-08-04
634;6471967858084,14;159876777372324,24;64961659479468,11;251326069321816,8;748882448903665,0;0,0,292,2024-10-18
445;2352233806524,17;177365670826596,30;50341039299362,39;04159928540908,9;802413560984617,1;0,0,50,2024-02-19
556;7412915462203,11;265994725418606,18;0368381148656,10;50851574299427,9;691702368938008,0;0,0,107,2024-04-16
576;4737905829924,14;643994247808251,25;88152339763166,23;24300900554201,7;315706873753079,0;0,0,9,2024-01-09
459;33045615781793,9;047696895471272,13;37068932315292,14;71174616903591,9;06333119187719,1;0,0,233,2024-08-20
513;2139831269683,18;32147799767936,37;09470790196275,13;220810555811994,8;913199697397005,0;0,0,188,2024-07-06
551;6453995738984,14;076288968897872,20;65272074785801,2;4484051197477865,8;42712239937849,0;0,0,323,2024-11-18
604;4179049915863,17;50893411494972,24;100516603934384,9;249550788516576,7;593366932340541,0;0,0,309,2024-11-04
398;674235029447,21;34102478414831,36;122275753819686,27;01928336205609,8;423129666388496,1;0,0,338,2024-12-03
456;6484837073438,6;458525769893144,12;222609507167132,1;3611462055807555,11;93508149239172,1;0,0,110,2024-04-19
414;9939592530413,40;30881770332448,68;28092594605353,27;0226203427576,7;409945295771685,1;0,0,145,2024-05-24
509;7523314462421,10;137187942761674,15;703302110163827,32;028194671315205,10;413174839608418,1;0,0,228,2024-08-15
448;6087857129736,11;00304415701332,19;831381369284347,9;176935397854612,6;760727152167071,0;0,0,309,2024-11-04
422;0539076364206,19;006232490159096,30;643788592532022,245;09413518658343,6;237370675354512,1;0,0,114,2024-04-23
468;86059375322606,15;645685645125452,33;47521050405713,59;338649412595416,12;0,1;0,0,63,2024-03-03
633;9314417540604,16;18551928049385,34;48131669113881,42;48192461552202,9;080048393978489,0;0,0,275,2024-10-01
536;0549843356207,140;8384578247555,246;7679403137192,3;901870143740803,9;135026922579229,0;0,0,124,2024-05-03
422;24002366534006,10;408435132778829,16;602449027146413,36;54483638127397,9;190455543668405,1;0,0,86,2024-03-26
544;0578534720295,38;00915832985877,74;6279101977504,27;302834114579944,10;814599413069176,1;0,0,70,2024-03-10
377;5993049791878,14;148940553023737,18;861127048312444,33;51064325574635,8;815620029235507,1;0,0,47,2024-02-16
340;0597021689959,15;420909283782883,26;63641486457357,151;5838070944874,9;632443745114385,1;0,0,199,2024-07-17
566;4008670031999,9;10134827066521,14;58664946040867,17;1434519639696,5;882863443486954,0;0,0,364,2024-12-29
509;87674653884335,5;3222363959844925,11;328285947132194,0;8870910971665132,9;967847074488905,0;0,0,201,2024-07-19
2375;461008458108,17;71229122750127,23;217319598950507,10;580860929650656,7;526478883924918,0;0,0,276,2024-10-02
582;5013868379611,106;17886958455762,190;8600631938967,3;280687046129167,9;343484964383745,0;0,0,37,2024-02-06
462;19003568855993,9;45712171371994,18;59834929939601,16;333497509329767,4;569760090610608,1;0,0,203,2024-07-21
506;1552821557963,201;3131469906565,349;5835387618391,24;388328522201167,9;260359184730229,0;0,0,130,2024-05-09
463;1817360797463,6;788209004374228,9;346431962202784,7;028432336921001,4;0,0;0,0,292,2024-10-18
592;3474396968087,8;465385646054827,18;414035963107533,1;6401361407897952,7;448169059127646,0;0,0,64,2024-03-04
2376;620186401327,29;18438180893414,51;545729140876034,15;16303747407864,4;588896818200789,0;0,0,263,2024-09-19
534;049448173237,4;022285834222158,7;452360951577428,6;681183871029733,9;266073452501052,0;0,0,120,2024-04-29
650;79821976286,3;342147979857073,5;05649879037548,43;01868181719509,8;13853976235175,0;0,0,278,2024-10-04
1714;3566563645709,8;022788076501907,13;920726904438212,2;669167332585856,6;458425193919447,0;0,0,202,2024-07-20
448;4684897445157,18;9984331929816,32;03581430837104,90;86253706434644,10;868816090069656,0;0,0,46,2024-02-15
415;4045965059378,16;85363903882248,23;045771488418325,15;439346660323656,6;206667011333237,1;0,0,168,2024-06-16
537;2648390186702,10;976981386768973,15;318864005212689,7;429614361493715,4;0,0;0,0,110,2024-04-19
554;6003669593615,12;22752648857455,25;111980110529565,4;496374650420207,9;027270067730305,0;0,0,46,2024-02-15
525;5258365286202,14;789287112963155,22;41816276259243,16;367289816666364,4;466802561172102,0;0,0,212,2024-07-30
561;1233237908579,1;5530590758217384,2;2914803402299806,1;450097187961368,6;269980713978315,0;0,0,28,2024-01-28
464;90763454857336,167;3953918674027,293;681874643944,15;33987924942106,6;965306854121444,0;0,0,87,2024-03-27
522;188230203663,214;3593553953999,426;97648760085787,178;88099699540896,5;152012300607977,1;0,0,291,2024-10-17
445;8924410803716,19;948907089853137,27;04576802611396,7;550111283607872,7;012544827883558,1;0,1,157,2024-06-05
607;0377498952876,24;19535455283682,44;0144258307665,35;242836630857234,5;189436225490221,0;0,0,265,2024-09-21
560;5635207826622,139;05458462190938,195;69004275909305,5;9133630267232125,8;324766370266094,0;0,0,265,2024-09-21
472;8376609576892,47;29607326965185,63;03691332875066,26;80531692197179,5;542509488495623,1;0,0,22,2024-01-22
478;4883640116102,8;874720408157527,11;95841557639961,4;424147609543631,8;06029279756403,1;0,0,256,2024-09-12
566;8625136010389,7;78647463957845,15;968094937882428,10;910266944063515,10;32401540854242,0;0,0,191,2024-07-09
578;5633655920526,12;811302885666093,18;01493684930596,17;30152078304092,9;564745540584326,0;0,0,232,2024-08-19
619;7491518079459,7;396891175698585,9;916540284500991,3;853485445957871,7;836578615716844,0;0,0,186,2024-07-04
551;7912701820882,18;54884236168077,31;42377744931551,14;203645537845569,6;022525363160364,0;0,0,326,2024-11-21
582;5402254553106,6;424393018450672,13;23164211587193,16;538526370170942,8;318354231845161,0;0,0,183,2024-07-01
534;6158583427664,6;492518812761919,9;973596645475288,20;51418422535919,6;608561751065829,0;0,0,202,2024-07-20
626;4070329269683,17;80912602608251,29;911163670984624,11;855728288649487,8;402246917403051,0;0,0,65,2024-03-05
499;4164618764438,286;0509226727167,382;1440890222951,39;135220591462144,4;569429565094001,0;0,0,43,2024-02-12
540;0470216455408,14;501474975793435,24;71298821993553,7;407019030443151,9;614522112671285,1;0,3,221,2024-08-08
447;9921024677829,5;33417572339391,9;707409145436516,44;68489639418009,8;066433126026295,1;0,0,17,2024-01-17
454;1534938729171,30;48005704903217,55;28522577499605,6;360346767232146,12;0,0;0,0,324,2024-11-19
456;40522074553945,183;94086450047791,294;1552916780496,30;377867003453115,10;612122923685453,1;0,0,285,2024-10-11
499;1369005515072,58;46335196360464,92;60477221026014,13;022336147323005,9;132373872842113,0;0,0,183,2024-07-01
1612;9001608619492,43;52462407530313,60;75868893648149,17;1292122116751,7;752014052584863,1;0,0,44,2024-02-13
500;8425612418565,3;8673514594324367,6;30424111586401,11;178290823959342,6;540791272596668,0;0,0,188,2024-07-06
513;2289940071132,13;61782992739758,18;92259023707215,5;985968888236539,9;884818590068267,0;0,0,263,2024-09-19
426;6275561432681,4;484912215932776,8;924689846123856,39;998072504601176,7;541060417360576,0;0,0,174,2024-06-22
512;8616208450553,36;03258066404926,78;17797578275221,26;92937626041624,10;3367292658966,0;0,0,54,2024-02-23
328;8060336685522,5;6361533259671015,12;247738861597243,81;13922988523916,8;801646327470571,1;0,0,220,2024-08-07
444;96583059085657,5;34087166990042,11;101343525263832,7;551604160348587,8;815994254499527,0;0,0,46,2024-02-15
585;6248793686578,2;7633868264425403,5;086601874198984,2;017045406912972,9;189052253935923,0;0,0,260,2024-09-16
587;1480095190499,6;05848143973932,11;69758950831292,15;534676841003332,6;160746123124886,0;0,0,195,2024-07-13
565;5274537070978,7;368121693699989,11;469846157518797,22;105123578247785,5;955727512252754,0;0,0,347,2024-12-12
481;9814314122472,3;5260232646180625,6;585530302548896,20;121428803626024,5;886581103273551,0;0,0,61,2024-03-01
537;1373186314812,34;33589914101334,58;71729215921157,20;20921219048525,10;09499382975198,0;0,0,166,2024-06-14
449;8198730454716,17;653189715400888,30;60737582069669,77;35570351157101,6;108556824963054,1;0,0,160,2024-06-08
392;0817655403729,16;25765992806624,32;22266416452128,40;14104048007454,6;357680583609327,1;0,0,151,2024-05-30
525;1699150883576,37;055437180071166,57;57401545826115,9;120089138058658,9;075034253946283,1;0,0,111,2024-04-20
592;6417374345402,14;284538765221011,22;658644640700903,111;83331323746042,7;495901750730288,0;0,0,37,2024-02-06
438;9517913085168,10;098592882403969,21;53199365672357,113;86775505767108,7;240411515816088,1;0,0,3,2024-01-03
541;6131503396718,3;6315170203575766,4;904733661802869,16;70752067532459,7;06689006234616,0;0,0,13,2024-01-13
552;5029684768532,4;853911532367574,8;43158832150142,29;943014321628016,4;0,0;0,0,162,2024-06-10
417;49590789454254,34;246631620953885,72;65493858663194,7;992615987901346,6;066236948071964,0;0,0,344,2024-12-09
437;64113087397016,285;0396166803106,527;1313756902998,39;22950176931996,10;363126273764182,1;0,0,332,2024-11-27
415;9007876001101,15;598723228802225,27;94926764624807,11;29679838821873,6;921203796932055,1;0,0,264,2024-09-20
399;9189995052543,25;122091542092686,38;30540552415469,1;208892053271485,4;19902058796452,1;0,0,83,2024-03-23
435;9449853557023,14;875884149844213,23;93452316092094,52;362788124638776,5;984011522263019,1;0,0,265,2024-09-21
539;8843263424761,16;107553607826368,33;29179367080814,7;691361101785731,8;719707929509992,1;0,0,334,2024-11-29
482;0421430633505,234;58793501334355,423;03155959557085,6;705857417446085,8;680069218411475,1;0,0,219,2024-08-06
505;7292606130322,11;120849350398528,19;609037507474607,87;0498128997959,7;4114387748773,0;0,0,146,2024-05-25
574;3549668813695,207;81091328556465,288;77856336515555,11;025932799042788,6;621591905829932,0;0,0,298,2024-10-24
